name,artists,album,release_date,popularity,duration_ms,explicit,preview_url,external_url,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",CHROMAKOPIA,2024-10-28,89,197019,True,https://p.scdn.co/mp3-preview/12f68f98e16d9cd9c8d9bdaaad2ad41fdeec411e?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1QoyuMHNBe7lg3YW4Qtll4,1QoyuMHNBe7lg3YW4Qtll4,0.576,0.884,0,-5.058,1,0.555,0.357,0.0,0.368,0.373,150.45,4
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,2024-10-28,86,255915,True,https://p.scdn.co/mp3-preview/39118bb3c2f51655fb95e1001cb17bb66e34e5ac?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,0.505,0.812,1,-3.986,1,0.461,0.285,0.0,0.444,0.664,80.09,4
That’s So True,Gracie Abrams,The Secret of Us (Deluxe),2024-10-18,90,166300,True,,https://open.spotify.com/track/7ne4VBA60CxGM75vw0EYad,7ne4VBA60CxGM75vw0EYad,0.554,0.808,1,-4.169,1,0.0368,0.214,0.0,0.159,0.372,108.548,4
Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,2024-08-16,99,251667,False,,https://open.spotify.com/track/2plbrEY59IikOBgBGLjaoe,2plbrEY59IikOBgBGLjaoe,0.521,0.592,6,-7.777,0,0.0304,0.308,0.0,0.122,0.535,157.969,3
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",CHROMAKOPIA,2024-10-28,87,253834,True,https://p.scdn.co/mp3-preview/39b44250b6b7f7c8c664714003a73a7824685402?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/0VaeksJaXy5R1nvcTMh3Xk,0VaeksJaXy5R1nvcTMh3Xk,0.373,0.818,3,-3.19,0,0.102,0.36,0.0,0.434,0.361,97.571,4
Sailor Song,Gigi Perez,Sailor Song,2024-07-26,92,211978,False,,https://open.spotify.com/track/2262bWmqomIaJXwCRHr13j,2262bWmqomIaJXwCRHr13j,0.494,0.413,11,-10.432,1,0.0254,0.682,6.72e-05,0.193,0.273,94.938,4
Rah Tah Tah,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,87,165412,True,https://p.scdn.co/mp3-preview/91d7129835967bf2c5a168c6e243b46f3333ac64?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/5RePVWy39tLpHH0WwXgBsK,5RePVWy39tLpHH0WwXgBsK,0.661,0.878,1,-4.099,1,0.31,0.00289,0.0,0.381,0.514,82.557,4
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,97,210373,False,,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,6dOtVTDdiauQNBQEDOtlAB,0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,4
Taste,Sabrina Carpenter,Short n' Sweet,2024-08-23,94,157279,False,,https://open.spotify.com/track/5G2f63n7IPVPPjfNIGih7Q,5G2f63n7IPVPPjfNIGih7Q,0.674,0.907,3,-4.086,1,0.064,0.101,0.0,0.297,0.721,112.964,4
APT.,"ROSÉ, Bruno Mars",APT.,2024-10-18,97,169917,False,https://p.scdn.co/mp3-preview/6b7763066dd42d94dc893f12bb135d7d5392e386?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,5vNRhkKd0yEAg8suGBpjeY,0.777,0.783,0,-4.477,0,0.26,0.0283,0.0,0.355,0.939,149.027,4
Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",CHROMAKOPIA,2024-10-28,85,278014,True,https://p.scdn.co/mp3-preview/f2855f0d8402108822d6a838bd3ea12069ddf3da?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6jbYpRPTEFl1HFKHk1IC0m,6jbYpRPTEFl1HFKHk1IC0m,0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3
Who,Jimin,MUSE,2024-07-19,92,170887,False,https://p.scdn.co/mp3-preview/02687a01e9ec00f4e947f39e910c7e0c6fa83e10?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/7tI8dRuH2Yc6RuoTjxo4dU,7tI8dRuH2Yc6RuoTjxo4dU,0.66,0.756,0,-3.743,0,0.032,0.00289,0.0,0.193,0.838,116.034,4
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,94,218423,False,,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,0WbMK4wrZ1wFSty9F7FCgu,0.7,0.582,11,-5.96,0,0.0356,0.0502,0.0,0.0881,0.785,116.712,4
Noid,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,85,284363,True,https://p.scdn.co/mp3-preview/8734a66ae5c5103a5671e071940cde289f33a3ed?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1YdtGoSYDvVQKoUqSDXX41,1YdtGoSYDvVQKoUqSDXX41,0.38,0.784,1,-6.004,1,0.299,0.523,0.000139,0.494,0.418,82.318,4
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",CHROMAKOPIA,2024-10-28,84,207272,True,https://p.scdn.co/mp3-preview/a4efb6bfd259ff43de0e001fe1d0b9538378e0a2?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/2aYHxnMF2umAavtgBvmkY1,2aYHxnMF2umAavtgBvmkY1,0.77,0.859,10,-3.382,0,0.275,0.362,0.0,0.673,0.64,129.77,4
Timeless (with Playboi Carti),"The Weeknd, Playboi Carti",Timeless,2024-09-27,91,256000,True,,https://open.spotify.com/track/1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,4
Espresso,Sabrina Carpenter,Espresso,2024-04-12,90,175459,True,,https://open.spotify.com/track/2qSkIjg1o9h3YT9RAgYN75,2qSkIjg1o9h3YT9RAgYN75,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,4
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,2017-07-21,89,180386,True,https://p.scdn.co/mp3-preview/c703198293891e3b276800ea6b187cf7951d3d7d?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,4
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,92,261466,False,,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h,3QaPy1KgI7nu9FJEQUgn6h,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
Love Somebody,Morgan Wallen,Love Somebody,2024-10-18,85,204828,False,,https://open.spotify.com/track/7hR22TOX3RorxJPcsz5Wbo,7hR22TOX3RorxJPcsz5Wbo,0.619,0.843,5,-5.348,0,0.0284,0.00948,0.000118,0.164,0.746,122.064,4
Tu Boda,"Oscar Maydon, Fuerza Regida",Tu Boda,2024-09-26,92,225880,True,https://p.scdn.co/mp3-preview/6612f9395f31bb118d7cd4b8ec87d8d473f43c2a?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1cOboCuWYI2osTOfolMRS6,1cOboCuWYI2osTOfolMRS6,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3
I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",F-1 Trillion,2024-08-15,84,178205,True,,https://open.spotify.com/track/5IZXB5IKAD2qlvTPJYDCFB,5IZXB5IKAD2qlvTPJYDCFB,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,4
"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,2024-06-21,89,157146,True,,https://open.spotify.com/track/51rfRCiUSvxXlCSCfIztBy,51rfRCiUSvxXlCSCfIztBy,0.53,0.406,10,-7.507,1,0.033,0.656,0.0,0.133,0.338,115.94,3
A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),2024-04-12,87,171291,True,https://p.scdn.co/mp3-preview/59f68f3e96233e3c352659053dd48039790cd965?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/2FQrifJ1N335Ljm3TjTVVf,2FQrifJ1N335Ljm3TjTVVf,0.722,0.709,9,-4.95,1,0.0273,0.0633,0.0,0.0804,0.604,81.012,4
HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,89,184841,False,,https://open.spotify.com/track/4xdBrk0nFZaP54vvZj0yx7,4xdBrk0nFZaP54vvZj0yx7,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4
Please Please Please,Sabrina Carpenter,Short n' Sweet,2024-08-23,87,186365,True,,https://open.spotify.com/track/2tHwzyyOLoWSFqYNjeVMzj,2tHwzyyOLoWSFqYNjeVMzj,0.675,0.586,9,-6.086,1,0.0531,0.257,0.0,0.104,0.621,107.015,4
Bed Chem,Sabrina Carpenter,Short n' Sweet,2024-08-23,91,171869,False,,https://open.spotify.com/track/1UHS8Rf6h5Ar3CDWRd3wjF,1UHS8Rf6h5Ar3CDWRd3wjF,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,4
Judge Judy,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,83,269622,True,https://p.scdn.co/mp3-preview/de949cbef1e67a8265ddb11356f8e238b9ce8f9a?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6ie0uyyvOKTTuIFBMPiNIl,6ie0uyyvOKTTuIFBMPiNIl,0.622,0.661,1,-5.906,1,0.0826,0.297,0.000135,0.165,0.362,76.331,4
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator, Daniel Caesar, LaToiya Williams",CHROMAKOPIA,2024-10-28,83,253909,True,https://p.scdn.co/mp3-preview/44e757a57aec8262c5c53c9f9c8c57a081c0ccbe?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/4BSR9I4ExlCJdXJo2GpBD5,4BSR9I4ExlCJdXJo2GpBD5,0.503,0.658,6,-5.823,0,0.154,0.46,0.0,0.382,0.515,121.784,5
Balloon (feat. Doechii),"Tyler, The Creator, Doechii",CHROMAKOPIA,2024-10-28,82,154261,True,https://p.scdn.co/mp3-preview/c3b1435d86fff0113a4c65b7925517896f41475f?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/35D1RA5uVFVhMc1qX80TaQ,35D1RA5uVFVhMc1qX80TaQ,0.437,0.868,6,-3.03,1,0.112,0.731,0.0,0.234,0.475,111.774,4
Beautiful Things,Benson Boone,Fireworks & Rollerblades,2024-04-05,88,180304,False,https://p.scdn.co/mp3-preview/e213f23e6fe5938299eebbe364d06c1682a6619f?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3xkHsmpQCBMytMJNiDf3Ii,3xkHsmpQCBMytMJNiDf3Ii,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
Hey Jane,"Tyler, The Creator",CHROMAKOPIA,2024-10-28,83,240742,True,https://p.scdn.co/mp3-preview/8b0a7bf5eff6610ebc9cea6c7a1763fb8bc0df4b?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3Umj02ZNl4d356pS1D38mn,3Umj02ZNl4d356pS1D38mn,0.495,0.784,10,-7.027,0,0.42,0.555,0.0,0.621,0.669,94.563,4
Sweater Weather,The Neighbourhood,I Love You.,2013-04-22,90,240400,False,https://p.scdn.co/mp3-preview/877602f424a9dea277b13301ffc516f9fd1fbe7e?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
